id;data_abertura_proposta;data_entrega_edital;data_entrega_proposta;data_publicacao;endereco_entrega_edital;funcao_responsavel;identificador;informacoes_gerais;modalidade;nome_responsavel;numero_aviso;numero_itens;numero_processo;objeto;situacao_aviso;tipo_pregao;tipo_recurso;uasg;descricao_item;quantidade_item;valor_estimado_item;descricao_detalhada_item;margem_preferencial;situacao_item;menor_lance;decreto_7174;fornecedor_vencedor;tratamento_diferenciado;unidade_fornecimento;valor_negociado;;situacao
27303;2014-11-14T09:00:00;2014-11-04T08:00:00;2014-11-04T08:00:00;04/11/2014;Av.joao Xxiii, Nº 1516,esq.br-343,bairro Dos Noivos - Bairro Dos Noivos/PI;Pregoeiro Oficial;2,0012705000062E+016;NA;5;ADAMYS PEREIRA DA SILVA;62014;NA;8,66800246120149E+015;Pregão Eletrônico Aquisição de mater iais de consumo, quais sejam: gêneros alimentíc ios, materiais elétricos e eletrônico, de proce ssamento de dados, de copa e cozinha, higiene e limpeza e suprimentos para confecção de crachá s.;Publicado;Eletrônico;Nacional;200127;CAFÉ;2000;2,85;CAFÉ, NOME CAFE MOIDO. Café puro torrado e moído, procedente de grãos sãos, limpos e isentos de impurezas, acondicionado em pacote aluminizado alto vácuo, sem glúten, íntegro, resistente, vedado hermeticamente e limpo. A embalagem deverá conter externamen;false;homologado;3.13;false;NA;NA;PACOTE;NA;/pregoes/doc/pregao/2001270000062014;NORMAL
21843;2013-08-20T10:00:00;2013-08-07T08:30:00;2013-08-07T08:30:00;07/08/2013;Rua Taumaturgo de Azevedo, 2315 - Centro. - /PI;Pregoeira;1,3002105000052E+016;NA;5;SUZANA MARIA GADELHA FERREIRA;52013;NA;2,10380005962013E+016;Pregão Eletrônico Registro de preços para eventual aquisição gêneros de alimentação (café em pó).;Publicado;Eletrônico;Nacional;130021;CAFÉ;2400;2,9;CAFÉ, NOME CAFE MOIDO CAFÉ, em pó homogêneo, torrado e moído, tipo exportação, constituído de grão de café tipo 08 COB ou melhores, com no máximo 20% em peso de grãos com defeitos pretos, verdes e ou ardidos PVA, evitando-se presença de grãos preto-verdes;false;homologado;2.75;false;NA;NA;pacote de 250 gramas;NA;/pregoes/doc/pregao/1300210000052013;NORMAL
21844;2013-08-20T10:00:00;2013-08-07T08:30:00;2013-08-07T08:30:00;07/08/2013;Rua Taumaturgo de Azevedo, 2315 - Centro. - /PI;Pregoeira;1,3002105000052E+016;NA;5;SUZANA MARIA GADELHA FERREIRA;52013;NA;2,10380005962013E+016;Pregão Eletrônico Registro de preços para eventual aquisição gêneros de alimentação (café em pó).;Publicado;Eletrônico;Nacional;130021;CAFÉ;1200;2,9;CAFÉ, NOME CAFE MOIDO CAFÉ, , em pó homogêneo, torrado e moído, tipo exportação, constituído de grão de café tipo 08 COB ou melhores, com no máximo 20% em peso de grãos com defeitos pretos, verdes e ou ardidos PVA, evitando-se presença de grãos preto-verd;false;homologado;2.86;false;NA;NA;PACOTE 250 grs.;NA;/pregoes/doc/pregao/1300210000052013;NORMAL
21845;2013-08-20T10:00:00;2013-08-07T08:30:00;2013-08-07T08:30:00;07/08/2013;Rua Taumaturgo de Azevedo, 2315 - Centro. - /PI;Pregoeira;1,3002105000052E+016;NA;5;SUZANA MARIA GADELHA FERREIRA;52013;NA;2,10380005962013E+016;Pregão Eletrônico Registro de preços para eventual aquisição gêneros de alimentação (café em pó).;Publicado;Eletrônico;Nacional;130021;CAFÉ;2400;2,9;CAFÉ, NOME CAFE MOIDO CAFÉ, em pó homogêneo, torrado e moído, tipo exportação, constituído de grão de café tipo 08 COB ou melhores, com no máximo 20% em peso de grãos com defeitos pretos, verdes e ou ardidos PVA, evitando-se presença de grãos preto-verdes;false;homologado;2.75;false;NA;NA;pacote de 250 gramas;NA;/pregoes/doc/pregao/1300210000052013;NORMAL
21846;2013-08-20T10:00:00;2013-08-07T08:30:00;2013-08-07T08:30:00;07/08/2013;Rua Taumaturgo de Azevedo, 2315 - Centro. - /PI;Pregoeira;1,3002105000052E+016;NA;5;SUZANA MARIA GADELHA FERREIRA;52013;NA;2,10380005962013E+016;Pregão Eletrônico Registro de preços para eventual aquisição gêneros de alimentação (café em pó).;Publicado;Eletrônico;Nacional;130021;CAFÉ;1200;2,9;CAFÉ, NOME CAFE MOIDO CAFÉ, , em pó homogêneo, torrado e moído, tipo exportação, constituído de grão de café tipo 08 COB ou melhores, com no máximo 20% em peso de grãos com defeitos pretos, verdes e ou ardidos PVA, evitando-se presença de grãos preto-verd;false;homologado;2.86;false;NA;NA;PACOTE 250 grs.;NA;/pregoes/doc/pregao/1300210000052013;NORMAL
10164;2013-05-28T09:00:00;2013-05-16T08:00:00;2013-05-16T08:00:00;16/05/2013;Rua Ten.jansen Melo  S/n - Bairro 18 do Forte - /SE;Ordenador de Despesas;1,6045405000032E+016;NA;5;SEBASTIAO ROBERTO DE OLIVEIRA;32013;NA;6,40250008622013E+016;Pregão Eletrônico Aquisição de Gêner os Alimentícios.;Publicado;Eletrônico;Nacional;160454;CAFÉ;15;2,93;Café solúvel, pacote com 50 g;false;homologado;1.95;false;NA;NA;PACOTE 50 G;NA;/pregoes/doc/pregao/1604540000032013;NORMAL
10308;2013-05-28T09:00:00;2013-05-16T08:00:00;2013-05-16T08:00:00;16/05/2013;Rua Ten.jansen Melo  S/n - Bairro 18 do Forte - /SE;Ordenador de Despesas;1,6045405000032E+016;NA;5;SEBASTIAO ROBERTO DE OLIVEIRA;32013;NA;6,40250008622013E+016;Pregão Eletrônico Aquisição de Gêner os Alimentícios.;Publicado;Eletrônico;Nacional;160454;CAFÉ;15;2,93;Café solúvel, pacote com 50 g;false;homologado;1.95;false;NA;NA;PACOTE 50 G;NA;/pregoes/doc/pregao/1604540000032013;NORMAL
48062;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48141;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48220;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48299;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48378;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48457;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48536;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48615;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48694;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48773;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
48852;2013-03-07T14:00:00;2013-02-22T08:00:00;2013-02-22T08:00:00;22/02/2013;Rua 14 de Julho de Julho, 150 - /SC;Reitora;1,5851605000202E+016;NA;5;MARIA CLARA KASCHNY SCHNEIDER;202013;NA;2,32920009832012E+016;Pregão Eletrônico Aquisição de mater iais de consumo gêneros alimentícios.;Publicado;Eletrônico;Nacional;158516;CAFÉ;100;2,94;"Café solúvel. Produto desidratado do extrato aquoso do café torrado; granulado; Cor: marrom claro ao marrom escuro. Resíduo mineral fixo P/P máximo de 14%, umidade P/P máxima 5%, cafeína mínima 2%. Validade mínima 22 meses acontar da data da entrega. Acon";false;homologado;2.94;false;NA;NA;Sachê 50g;NA;/pregoes/doc/pregao/1585160000202013;NORMAL
51692;2014-08-01T09:00:00;2014-07-22T08:00:00;2014-07-22T08:00:00;22/07/2014;Universidade Federal do Recôncavo da Bahia - Campus Universitário - Centro/BA;Chefe do Núcleo de Licitação;1,5809205000252E+016;NA;5;CLAUDIO ANTONIO FARIA VARGAS;252014;NA;2,30070048812014E+016;Pregão Eletrônico Registro de Preço visando à aquisição de gêneros alimentícios par a atender as demandas de alimentação do Restaur ante Universitário no campus de Cruz das Almas e do Laboratório do Curso de Nutrição do Centro de Ciências e Saúde no campu;Publicado;Eletrônico;Nacional;158092;CAFÉ;7200;2,95;CAFÉ, NOME CAFE MOIDO;false;homologado;2.77;false;NA;NA;Pacote 250 GR;NA;/pregoes/doc/pregao/1580920000252014;NORMAL
53331;2015-01-15T09:00:00;2014-12-19T09:00:00;2014-12-19T09:00:00;19/12/2014;Avenida Senador Helvídio Nunes, Sem Número - Jardim Natal/PI;Ordenador de Despesas;1,6020205000262E+016;NA;5;IVAN CARLOS SOARES DE OLIVEIRA;262014;NA;6,40410092412014E+016;Pregão Eletrônico Aquisição de gêner os alimentícios, gás liquefeito de petróleo e m aterial de copa e cozinha.;Publicado;Eletrônico;Nacional;160202;CAFÉ;300;3,06;Café solúvel sachê 50g;false;homologado;1.98;false;NA;NA;UND;NA;/pregoes/doc/pregao/1602020000262014;NORMAL
50940;2014-08-12T09:00:00;2014-07-31T08:00:00;2014-07-31T08:00:00;31/07/2014;Rua Augusto Corrêa,01 Cidade Universitaria Prof.silveira Neto, Predio Proad 1º Andar - Guamá/PA;Reitor;1,5306305000222E+016;NA;5;CARLOS EDILSON DE ALMEIDA MANESCHY;222014;NA;23073.25001.13-42;Pregão Eletrônico Aquisição de Gener os Alimenticios Campus Abaetetuba.;Publicado;Eletrônico;Nacional;153063;CAFÉ;200;3,07;CAFÉ, NOME CAFE MOIDO-CAFÉ MOIDO TORRADO - FORMA DE APRESENTAÇÃO EMBALAGEM DE 250 GRAMAS - EMPACOTADO A VÁCUO;false;homologado;4.19;false;NA;NA;PACOTE DE 250G;3.07;/pregoes/doc/pregao/1530630000222014;NORMAL
24434;2014-12-08T10:30:00;2014-11-26T08:00:00;2014-11-26T08:00:00;26/11/2014;Rua Santos Dumont, 1484 - Santa Rita/AP;Pregoeira;2,5500305000052E+016;NA;5;MARIA ALICE VASCONCELOS CARDOSO;52014;NA;2,51150070742014E+016;"Pregão Eletrônico Registro de preço para futura aquisições de 1150 kg de açúcar re finado, origem vegetal, de cana-de-açucar; .800 água mineral sem gás, em garrafões de 20(vinte ) litros retornável; 1.150 pacotes de 250g de café torrado, moído, a vácuo; 1";Publicado;Eletrônico;Nacional;255003;CAFÉ;1150;3,21;CAFÉ, NOME CAFE MOÍDO, a vácuo, 250g;false;homologado;2.94;false;NA;NA;UNIDADE;NA;/pregoes/doc/pregao/2550030000052014;NORMAL
17091;2013-05-28T09:00:00;2013-05-16T08:00:00;2013-05-16T08:00:00;16/05/2013;Av. Amazonas, 3150 - Bairro Zabelê - Zabelê/BA;Pregoeiro;1,5840905000042E+016;Valor Total Estimado R$45.4 66,00 (quarenta e cinco mil, quatrocentos e s essenta e seis reais).;5;LUCIANO LEAL SANTOS;42013;NA;232810002262013DV;Pregão Eletrônico Registro de Preços para eventual aquisição de café, açúcar, adoça nte, chá, leite em pó, chocolate em pó e água m ineral.;Publicado;Eletrônico;Nacional;158409;CAFÉ;800;3,3;CAFÉ, NOME CAFE MOIDO - Café Moído a vácuo pacote. com 250 gramas, selo de pureza da ABIC. Prazo de Validade mínima de 06 meses a partir da entrega.;false;homologado;2.78;false;NA;NA;Pacote;NA;/pregoes/doc/pregao/1584090000042013;NORMAL
51789;2014-09-16T09:00:00;2014-09-03T08:00:00;2014-09-03T08:00:00;03/09/2014;Rua Dr. Nilo Bezerra Ramalho - Tirol/RN;Membro Dilic;1,5815505000252E+016;As empresas que desejarem r etirar o Edital deverão acessar os seguintes sí tios: www.comprasnet.gov.br ou www.ifrn.edu.br;5;JOSE ALVES DE MACEDO NETO;252014;NA;2,34210279182014E+016;Pregão Eletrônico Aquisição de Mater iais de Consumo para a Copa e Cozinha dos Campi deste IFRN, conforme Adendos I e II, constante s no Termo de Referência.;Publicado;Eletrônico;Nacional;158155;CAFÉ;12950;3,3;CAFÉ EM PÓ TORRADO E MOÍDO, PURO, DE PRIMEIRA QUALIDADE, EMBALAGEM CONSTITUÍDA DE ALMOFADA ALUMINIZADA, EMBALADO À  VÁCUO, PACOTE COM 250G, VALIDADE MÍNIMA 12 (DOZE) MESES, CONTADOS A PARTIR DA DATA DE ENTREGA E COM SELO DA ABIC.;false;homologado;2.07;false;NA;NA;pacote;NA;/pregoes/doc/pregao/1581550000252014;NORMAL
